,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
3184,DRP47,15.75,Low Fat,High,Hard Drinks,252.74,OUT013,1987,High,Tier 3,Supermarket Type1,3280.4
3185,FDC23,18.0,Low Fat,Low,Starchy Foods,178.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,3199.83
3186,FDU33,7.63,Regular,High,Snack Foods,46.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.98
3187,FDS27,10.195,Regular,Low,Meat,197.61,OUT013,1987,High,Tier 3,Supermarket Type1,2553.34
3188,DRO59,11.8,Low Fat,High,Hard Drinks,75.0,OUT045,2002,NA,Tier 2,Supermarket Type1,834.91
3189,FDD48,10.395,Low Fat,Low,Baking Goods,114.72,OUT045,2002,NA,Tier 2,Supermarket Type1,2748.42
3190,FDL33,7.235,Low Fat,High,Snack Foods,195.15,OUT013,1987,High,Tier 3,Supermarket Type1,1761.71
3191,NCK30,14.85,Low Fat,High,Household,253.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,2283.03
3192,NCP42,12.6,Low Fat,Low,Household,195.55,OUT019,1985,Small,Tier 1,Grocery Store,387.5
3193,FDP11,15.85,Low Fat,High,Breads,218.22,OUT017,2007,NA,Tier 2,Supermarket Type1,4789.77
3194,FDV52,20.7,Regular,High,Frozen Foods,117.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,2828.32
3195,FDW33,9.395,Low Fat,High,Snack Foods,107.23,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.03
3196,FDR19,13.5,Regular,High,Fruits and Vegetables,147.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.91
3197,FDW31,12.6,Regular,Low,Fruits and Vegetables,199.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,3981.48
3198,DRJ51,14.1,Low Fat,High,Dairy,232.27,OUT045,2002,NA,Tier 2,Supermarket Type1,4146.6
3199,FDU35,12.6,Low Fat,High,Breads,98.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,3395.58
3200,FDT37,14.15,Low Fat,Low,Canned,254.8,OUT035,2004,Small,Tier 2,Supermarket Type1,2040.01
3201,FDK56,9.695,Low Fat,High,Fruits and Vegetables,185.39,OUT013,1987,High,Tier 3,Supermarket Type1,3554.71
3202,FDY24,4.88,Regular,High,Baking Goods,53.33,OUT018,2009,Medium,Tier 3,Supermarket Type2,539.3
3203,FDS02,10.195,Regular,High,Dairy,194.08,OUT046,1997,Small,Tier 1,Supermarket Type1,3901.59
3204,FDP39,12.6,Low Fat,High,Meat,53.73,OUT019,1985,Small,Tier 1,Grocery Store,311.59
3205,NCG07,12.6,Low Fat,High,Household,189.75,OUT019,1985,Small,Tier 1,Grocery Store,189.75
3206,FDP58,12.6,Low Fat,High,Snack Foods,217.65,OUT019,1985,Small,Tier 1,Grocery Store,219.05
3207,FDP46,15.35,Low Fat,High,Snack Foods,91.88,OUT013,1987,High,Tier 3,Supermarket Type1,2606.61
3208,FDZ34,6.695,Low Fat,High,Starchy Foods,192.08,OUT035,2004,Small,Tier 2,Supermarket Type1,6757.87
3209,FDZ57,10.0,Regular,Low,Snack Foods,128.7,OUT017,2007,NA,Tier 2,Supermarket Type1,642.5
3210,FDH34,8.63,Low Fat,Low,Snack Foods,183.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,5386.99
3211,FDF35,15.0,Low Fat,High,Starchy Foods,106.19,OUT017,2007,NA,Tier 2,Supermarket Type1,4073.36
3212,FDR20,20.0,Regular,Low,Fruits and Vegetables,46.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,181.1
3213,FDX56,12.6,Regular,High,Fruits and Vegetables,207.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,7247.23
3214,FDR40,9.1,Regular,Low,Frozen Foods,81.16,OUT013,1987,High,Tier 3,Supermarket Type1,2255.73
3215,NCE30,16.0,Low Fat,High,Household,214.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,1486.73
3216,DRI37,15.85,Low Fat,High,Soft Drinks,57.39,OUT010,1998,NA,Tier 3,Grocery Store,117.18
3217,FDW48,12.6,Low Fat,Low,Baking Goods,81.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,1530.67
3218,NCC18,19.1,Low Fat,High,Household,173.94,OUT045,2002,NA,Tier 2,Supermarket Type1,2414.19
3219,FDH02,7.27,Regular,Low,Canned,90.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,814.94
3220,NCZ30,6.59,Low Fat,Low,Household,120.71,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.71
3221,FDI45,13.1,Low Fat,Low,Fruits and Vegetables,173.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,3677.21
3222,FDK41,14.3,Low Fat,High,Frozen Foods,86.82,OUT013,1987,High,Tier 3,Supermarket Type1,852.22
3223,FDQ07,15.1,Regular,High,Fruits and Vegetables,221.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,2873.59
3224,NCE06,5.825,Low Fat,High,Household,162.49,OUT010,1998,NA,Tier 3,Grocery Store,323.58
3225,FDF11,10.195,Regular,Low,Starchy Foods,239.45,OUT018,2009,Medium,Tier 3,Supermarket Type2,3605.31
3226,FDU51,20.2,Regular,High,Meat,178.5,OUT013,1987,High,Tier 3,Supermarket Type1,4604.67
3227,NCH06,12.3,Low Fat,High,Household,248.35,OUT010,1998,NA,Tier 3,Grocery Store,985.38
3228,FDD38,16.75,Regular,Low,Canned,101.27,OUT013,1987,High,Tier 3,Supermarket Type1,1528.01
3229,FDU07,11.1,Low Fat,High,Fruits and Vegetables,150.14,OUT046,1997,Small,Tier 1,Supermarket Type1,1813.64
3230,FDK08,9.195,Regular,High,Fruits and Vegetables,100.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,1416.82
3231,FDW15,12.6,Regular,High,Meat,147.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,3266.41
3232,FDE21,12.8,Low Fat,Low,Fruits and Vegetables,117.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,1274.34
3233,FDX28,6.325,Low Fat,High,Frozen Foods,99.2,OUT035,2004,Small,Tier 2,Supermarket Type1,1388.86
3234,NCR50,12.6,Low Fat,Low,Household,153.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,7503.57
3235,FDL27,6.17,Low Fat,Low,Meat,63.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,774.99
3236,FDK14,6.98,Low Fat,Low,Canned,81.69,OUT035,2004,Small,Tier 2,Supermarket Type1,818.93
3237,NCB07,12.6,Low Fat,High,Household,197.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33
3238,NCR53,12.15,Low Fat,High,Health and Hygiene,225.04,OUT035,2004,Small,Tier 2,Supermarket Type1,4950.89
3239,FDB60,9.3,Low Fat,Low,Baking Goods,195.81,OUT017,2007,NA,Tier 2,Supermarket Type1,3693.86
3240,FDW48,18.0,Low Fat,Low,Baking Goods,79.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,805.62
3241,FDR55,12.15,Regular,High,Fruits and Vegetables,187.59,OUT035,2004,Small,Tier 2,Supermarket Type1,4349.01
3242,FDO22,13.5,Regular,Low,Snack Foods,79.5,OUT045,2002,NA,Tier 2,Supermarket Type1,1597.92
3243,FDL48,19.35,Regular,High,Baking Goods,49.2,OUT017,2007,NA,Tier 2,Supermarket Type1,777.65
3244,NCZ05,8.485,Low Fat,High,Health and Hygiene,103.2,OUT013,1987,High,Tier 3,Supermarket Type1,722.39
3245,FDO25,6.3,Low Fat,High,Canned,210.53,OUT046,1997,Small,Tier 1,Supermarket Type1,6291.81
3246,FDF47,20.85,Low Fat,High,Starchy Foods,225.37,OUT013,1987,High,Tier 3,Supermarket Type1,3365.62
3247,FDY40,15.5,Regular,High,Frozen Foods,48.47,OUT010,1998,NA,Tier 3,Grocery Store,49.27
3248,FDR25,17.0,Regular,High,Canned,265.79,OUT045,2002,NA,Tier 2,Supermarket Type1,3974.83
3249,FDD59,12.6,Regular,High,Starchy Foods,81.9,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.82
3250,FDX38,10.5,Regular,High,Dairy,48.84,OUT013,1987,High,Tier 3,Supermarket Type1,671.13
3251,FDE26,9.3,Low Fat,High,Canned,143.98,OUT046,1997,Small,Tier 1,Supermarket Type1,2745.09
3252,FDH48,12.6,Low Fat,High,Baking Goods,86.25,OUT019,1985,Small,Tier 1,Grocery Store,519.32
3253,NCK29,5.615,Low Fat,High,Health and Hygiene,123.47,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73
3254,NCF54,18.0,Low Fat,High,Household,171.14,OUT046,1997,Small,Tier 1,Supermarket Type1,2931.52
3255,FDI38,13.35,Regular,High,Canned,206.96,OUT017,2007,NA,Tier 2,Supermarket Type1,7247.23
3256,FDJ07,12.6,Low Fat,Low,Meat,115.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,1631.21
3257,FDS55,7.02,Low Fat,High,Fruits and Vegetables,148.17,OUT018,2009,Medium,Tier 3,Supermarket Type2,890.84
3258,NCX53,20.1,Low Fat,Low,Health and Hygiene,140.42,OUT010,1998,NA,Tier 3,Grocery Store,567.26
3259,NCP55,14.65,Low Fat,High,Others,53.86,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.23
3260,FDV04,7.825,Regular,High,Frozen Foods,157.53,OUT046,1997,Small,Tier 1,Supermarket Type1,942.77
3261,FDV40,17.35,Low Fat,Low,Frozen Foods,74.1,OUT046,1997,Small,Tier 1,Supermarket Type1,960.75
3262,NCN30,16.35,Low Fat,Low,Household,98.14,OUT018,2009,Medium,Tier 3,Supermarket Type2,1544.66
3263,FDT57,15.2,Low Fat,Low,Snack Foods,237.52,OUT017,2007,NA,Tier 2,Supermarket Type1,3318.35
3264,FDI52,18.7,Low Fat,High,Frozen Foods,121.41,OUT045,2002,NA,Tier 2,Supermarket Type1,3185.19
3265,FDT57,15.2,Low Fat,Low,Snack Foods,238.72,OUT013,1987,High,Tier 3,Supermarket Type1,1659.17
3266,FDK33,17.85,Low Fat,Low,Snack Foods,211.56,OUT035,2004,Small,Tier 2,Supermarket Type1,5752.51
3267,FDQ39,14.8,Low Fat,High,Meat,190.08,OUT035,2004,Small,Tier 2,Supermarket Type1,4586.03
3268,FDR23,15.85,Low Fat,High,Breads,176.24,OUT045,2002,NA,Tier 2,Supermarket Type1,2646.56
3269,FDX47,12.6,Regular,High,Breads,156.83,OUT019,1985,Small,Tier 1,Grocery Store,471.39
3270,DRP35,18.85,Low Fat,High,Hard Drinks,126.63,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5
3271,FDU26,16.7,Regular,High,Dairy,120.38,OUT010,1998,NA,Tier 3,Grocery Store,119.18
3272,FDR39,20.35,Low Fat,High,Meat,182.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925.59
3273,FDV48,9.195,Regular,High,Baking Goods,79.06,OUT010,1998,NA,Tier 3,Grocery Store,157.13
3274,NCG18,15.3,Low Fat,Low,Household,101.83,OUT018,2009,Medium,Tier 3,Supermarket Type2,1025.33
3275,NCD42,16.5,Low Fat,Low,Health and Hygiene,38.75,OUT013,1987,High,Tier 3,Supermarket Type1,759.01
3276,FDP59,20.85,Regular,High,Breads,104.56,OUT010,1998,NA,Tier 3,Grocery Store,207.73
3277,FDF34,12.6,Regular,Low,Snack Foods,199.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,5753.84
3278,DRD15,10.6,Low Fat,High,Dairy,231.96,OUT035,2004,Small,Tier 2,Supermarket Type1,2091.28
3279,FDP03,5.15,Regular,High,Meat,121.84,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.81
3280,FDO20,12.85,Regular,High,Fruits and Vegetables,252.64,OUT035,2004,Small,Tier 2,Supermarket Type1,3532.73
3281,NCY30,20.25,Low Fat,Low,Household,180.1,OUT035,2004,Small,Tier 2,Supermarket Type1,3440.85
3282,DRH37,17.6,Low Fat,Low,Soft Drinks,163.35,OUT013,1987,High,Tier 3,Supermarket Type1,3453.5
3283,FDT10,16.7,Regular,High,Snack Foods,58.86,OUT010,1998,NA,Tier 3,Grocery Store,59.26
3284,FDF35,15.0,Low Fat,High,Starchy Foods,105.99,OUT045,2002,NA,Tier 2,Supermarket Type1,428.78
3285,FDG10,6.63,Regular,Low,Snack Foods,55.86,OUT035,2004,Small,Tier 2,Supermarket Type1,801.62
3286,FDK03,12.6,Regular,High,Dairy,254.94,OUT027,1985,Medium,Tier 3,Supermarket Type3,8138.74
3287,FDG20,15.5,Regular,High,Fruits and Vegetables,178.2,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.82
3288,NCL07,12.6,Low Fat,Low,Others,39.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,759.01
3289,DRD49,9.895,Low Fat,High,Soft Drinks,237.46,OUT046,1997,Small,Tier 1,Supermarket Type1,715.07
3290,NCG55,16.25,Low Fat,High,Household,115.22,OUT017,2007,NA,Tier 2,Supermarket Type1,3206.49
3291,FDR19,13.5,Regular,High,Fruits and Vegetables,147.01,OUT017,2007,NA,Tier 2,Supermarket Type1,2770.39
3292,NCM54,17.7,Low Fat,High,Household,129.17,OUT035,2004,Small,Tier 2,Supermarket Type1,1780.35
3293,FDZ44,12.6,Low Fat,High,Fruits and Vegetables,118.18,OUT019,1985,Small,Tier 1,Grocery Store,234.36
3294,FDR28,13.85,Regular,Low,Frozen Foods,161.22,OUT017,2007,NA,Tier 2,Supermarket Type1,1794.33
3295,FDB51,6.92,Low Fat,Low,Dairy,61.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,1314.29
3296,DRJ59,11.65,Low Fat,Low,Hard Drinks,40.62,OUT046,1997,Small,Tier 1,Supermarket Type1,308.93
3297,FDZ43,11.0,Regular,High,Fruits and Vegetables,242.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,1938.81
3298,NCC54,17.75,Low Fat,High,Health and Hygiene,242.12,OUT045,2002,NA,Tier 2,Supermarket Type1,4097.33
3299,FDQ11,5.695,Regular,High,Breads,258.9,OUT035,2004,Small,Tier 2,Supermarket Type1,5396.97
3300,DRH03,17.25,low fat,Low,Dairy,93.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,1491.39
3301,FDX38,10.5,Regular,High,Dairy,46.74,OUT010,1998,NA,Tier 3,Grocery Store,47.94
3302,DRH36,16.2,Low Fat,Low,Soft Drinks,73.97,OUT045,2002,NA,Tier 2,Supermarket Type1,894.84
3303,NCB06,17.6,Low Fat,High,Health and Hygiene,161.49,OUT017,2007,NA,Tier 2,Supermarket Type1,3515.42
3304,FDR33,7.31,Low Fat,Low,Snack Foods,108.46,OUT017,2007,NA,Tier 2,Supermarket Type1,2307.0
3305,FDE47,14.15,low fat,Low,Starchy Foods,124.0,OUT013,1987,High,Tier 3,Supermarket Type1,1618.56
3306,FDA10,12.6,Low Fat,High,Snack Foods,121.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,3430.2
3307,DRI01,7.97,Low Fat,Low,Soft Drinks,171.84,OUT013,1987,High,Tier 3,Supermarket Type1,2069.31
3308,NCJ54,9.895,Low Fat,High,Household,230.66,OUT046,1997,Small,Tier 1,Supermarket Type1,4647.28
3309,FDT14,10.695,Regular,High,Dairy,121.14,OUT046,1997,Small,Tier 1,Supermarket Type1,1917.5
3310,DRL49,13.15,Low Fat,High,Soft Drinks,144.38,OUT017,2007,NA,Tier 2,Supermarket Type1,284.96
3311,NCI18,18.35,Low Fat,Low,Household,224.07,OUT045,2002,NA,Tier 2,Supermarket Type1,1346.25
3312,FDC38,15.7,Low Fat,High,Canned,132.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,2252.4
3313,FDS56,5.785,Regular,Low,Fruits and Vegetables,263.93,OUT013,1987,High,Tier 3,Supermarket Type1,6033.48
3314,FDX19,19.1,Low Fat,High,Fruits and Vegetables,233.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,2336.96
3315,FDU36,12.6,Low Fat,High,Baking Goods,100.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,2956.15
3316,FDO44,12.6,Low Fat,High,Fruits and Vegetables,109.72,OUT013,1987,High,Tier 3,Supermarket Type1,1547.32
3317,FDG57,14.7,Low Fat,High,Fruits and Vegetables,49.5,OUT017,2007,NA,Tier 2,Supermarket Type1,291.62
3318,FDV20,20.2,Regular,High,Fruits and Vegetables,125.97,OUT049,1999,Medium,Tier 1,Supermarket Type1,2797.69
3319,FDE47,14.15,Low Fat,Low,Starchy Foods,126.3,OUT035,2004,Small,Tier 2,Supermarket Type1,2614.6
3320,FDU32,12.6,Low Fat,Low,Fruits and Vegetables,120.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,4386.29
3321,NCB06,12.6,Low Fat,High,Health and Hygiene,161.49,OUT027,1985,Medium,Tier 3,Supermarket Type3,6391.68
3322,FDV46,18.2,Low Fat,Low,Snack Foods,140.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,3495.45
3323,FDP45,12.6,Regular,Low,Snack Foods,252.27,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.45
3324,FDK03,12.6,Regular,High,Dairy,254.24,OUT045,2002,NA,Tier 2,Supermarket Type1,4578.04
3325,FDX37,16.2,Low Fat,High,Canned,100.37,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7
3326,FDX58,13.15,Low Fat,Low,Snack Foods,182.6,OUT013,1987,High,Tier 3,Supermarket Type1,3478.8
3327,FDQ46,7.51,Low Fat,High,Snack Foods,112.45,OUT045,2002,NA,Tier 2,Supermarket Type1,2013.38
3328,FDL13,13.85,Regular,High,Breakfast,232.23,OUT013,1987,High,Tier 3,Supermarket Type1,1398.18
3329,NCT30,9.1,Low Fat,High,Household,47.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,472.72
3330,FDP20,19.85,Low Fat,High,Fruits and Vegetables,125.6,OUT045,2002,NA,Tier 2,Supermarket Type1,632.51
3331,FDH40,11.6,Regular,High,Frozen Foods,83.23,OUT013,1987,High,Tier 3,Supermarket Type1,1543.32
3332,FDZ25,15.7,Regular,Low,Canned,169.38,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.01
3333,FDU27,12.6,Regular,High,Meat,46.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.25
3334,NCQ42,20.35,Low Fat,Low,Household,127.27,OUT013,1987,High,Tier 3,Supermarket Type1,1017.34
3335,FDU31,10.5,Regular,Low,Fruits and Vegetables,218.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,2821.66
3336,FDC35,7.435,Low Fat,High,Starchy Foods,207.76,OUT010,1998,NA,Tier 3,Grocery Store,621.19
3337,FDX43,5.655,Low Fat,High,Fruits and Vegetables,167.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,2330.3
3338,FDU07,11.1,Low Fat,High,Fruits and Vegetables,152.84,OUT045,2002,NA,Tier 2,Supermarket Type1,1662.5
3339,DRD13,15.0,Low Fat,High,Soft Drinks,65.42,OUT013,1987,High,Tier 3,Supermarket Type1,1661.84
3340,DRK49,14.15,Low Fat,Low,Soft Drinks,39.31,OUT017,2007,NA,Tier 2,Supermarket Type1,527.98
3341,FDL12,12.6,Regular,High,Baking Goods,59.52,OUT019,1985,Small,Tier 1,Grocery Store,299.61
3342,FDZ08,12.5,Regular,High,Fruits and Vegetables,80.66,OUT017,2007,NA,Tier 2,Supermarket Type1,1651.18
3343,FDA10,20.35,Low Fat,High,Snack Foods,122.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.09
3344,FDS20,8.85,Low Fat,High,Fruits and Vegetables,181.53,OUT045,2002,NA,Tier 2,Supermarket Type1,1277.0
3345,FDA07,7.55,Regular,Low,Fruits and Vegetables,122.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,857.55
3346,FDR08,18.7,Low Fat,Low,Fruits and Vegetables,109.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.21
3347,FDM44,12.6,Low Fat,High,Fruits and Vegetables,105.1,OUT019,1985,Small,Tier 1,Grocery Store,103.2
3348,FDI22,12.6,Low Fat,High,Snack Foods,210.26,OUT010,1998,NA,Tier 3,Grocery Store,418.12
3349,NCM07,9.395,Low Fat,Low,Others,85.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,1006.69
3350,FDN46,7.21,Regular,High,Snack Foods,103.13,OUT017,2007,NA,Tier 2,Supermarket Type1,3281.06
3351,NCW53,18.35,Low Fat,Low,Health and Hygiene,194.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,2886.24
3352,FDZ51,11.3,Regular,High,Meat,93.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,3046.7
3353,FDT04,17.25,Low Fat,High,Frozen Foods,40.88,OUT018,2009,Medium,Tier 3,Supermarket Type2,628.52
3354,FDZ48,12.6,low fat,High,Baking Goods,113.55,OUT019,1985,Small,Tier 1,Grocery Store,223.71
3355,FDA08,11.85,Regular,High,Fruits and Vegetables,164.75,OUT046,1997,Small,Tier 1,Supermarket Type1,1315.62
3356,DRN37,9.6,Low Fat,High,Soft Drinks,168.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,1336.93
3357,FDD35,12.15,Low Fat,Low,Starchy Foods,119.14,OUT017,2007,NA,Tier 2,Supermarket Type1,2157.19
3358,FDZ48,17.75,Low Fat,High,Baking Goods,112.45,OUT046,1997,Small,Tier 1,Supermarket Type1,2460.8
3359,NCN54,20.35,Low Fat,Low,Household,76.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,463.4
3360,FDU32,8.785,Low Fat,High,Fruits and Vegetables,120.54,OUT013,1987,High,Tier 3,Supermarket Type1,1583.94
3361,FDK41,12.6,Low Fat,High,Frozen Foods,87.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.12
3362,FDR44,6.11,Regular,High,Fruits and Vegetables,131.3,OUT018,2009,Medium,Tier 3,Supermarket Type2,913.48
3363,NCK29,12.6,Low Fat,High,Health and Hygiene,125.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,3572.02
3364,FDT09,15.15,Regular,Low,Snack Foods,129.93,OUT045,2002,NA,Tier 2,Supermarket Type1,2241.08
3365,FDR11,10.5,Regular,High,Breads,159.46,OUT045,2002,NA,Tier 2,Supermarket Type1,3048.7
3366,FDD57,12.6,Low Fat,Low,Fruits and Vegetables,93.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,3713.17
3367,FDT10,16.7,Regular,High,Snack Foods,60.96,OUT013,1987,High,Tier 3,Supermarket Type1,355.54
3368,FDR51,9.035,Regular,High,Meat,148.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,2257.06
3369,NCK17,11.0,Low Fat,Low,Health and Hygiene,38.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44
3370,FDY07,11.8,Low Fat,High,Fruits and Vegetables,46.34,OUT017,2007,NA,Tier 2,Supermarket Type1,275.64
3371,FDT14,10.695,Regular,High,Dairy,121.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.04
3372,FDJ21,12.6,Regular,Low,Snack Foods,146.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,4228.5
3373,NCR42,9.105,Low Fat,Low,Household,33.79,OUT017,2007,NA,Tier 2,Supermarket Type1,199.74
3374,DRG37,16.2,Low Fat,Low,Soft Drinks,156.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,3739.13
3375,FDI24,12.6,Low Fat,High,Baking Goods,175.04,OUT019,1985,Small,Tier 1,Grocery Store,352.87
3376,FDJ22,18.75,Low Fat,High,Snack Foods,193.25,OUT035,2004,Small,Tier 2,Supermarket Type1,2684.51
3377,FDT28,13.3,Low Fat,High,Frozen Foods,149.47,OUT035,2004,Small,Tier 2,Supermarket Type1,1354.24
3378,FDH38,6.425,Low Fat,Low,Canned,115.88,OUT046,1997,Small,Tier 1,Supermarket Type1,1757.71
3379,FDT43,16.35,Low Fat,Low,Fruits and Vegetables,53.23,OUT045,2002,NA,Tier 2,Supermarket Type1,727.05
3380,FDX04,19.6,Regular,Low,Frozen Foods,48.84,OUT017,2007,NA,Tier 2,Supermarket Type1,527.31
3381,FDV46,18.2,Low Fat,Low,Snack Foods,139.82,OUT017,2007,NA,Tier 2,Supermarket Type1,838.91
3382,FDP10,19.0,Low Fat,High,Snack Foods,104.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,1164.48
3383,NCA53,11.395,Low Fat,Low,Health and Hygiene,47.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1312.29
3384,FDL52,6.635,Regular,High,Frozen Foods,37.15,OUT046,1997,Small,Tier 1,Supermarket Type1,834.91
3385,FDQ32,17.85,Regular,High,Fruits and Vegetables,121.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.84
3386,FDT37,14.15,Low Fat,Low,Canned,256.3,OUT017,2007,NA,Tier 2,Supermarket Type1,4845.03
3387,NCO43,5.5,Low Fat,High,Others,100.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.82
3388,FDI53,8.895,Regular,High,Frozen Foods,163.02,OUT017,2007,NA,Tier 2,Supermarket Type1,1127.87
3389,FDO19,17.7,Regular,Low,Fruits and Vegetables,50.1,OUT010,1998,NA,Tier 3,Grocery Store,97.21
3390,FDG12,12.6,Regular,High,Baking Goods,121.31,OUT019,1985,Small,Tier 1,Grocery Store,120.51
3391,FDG53,10.0,Low Fat,High,Frozen Foods,140.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,2376.91
3392,FDK36,7.09,Low Fat,Low,Baking Goods,47.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1458.1
3393,FDR55,12.15,Regular,High,Fruits and Vegetables,189.59,OUT046,1997,Small,Tier 1,Supermarket Type1,3403.57
3394,FDV16,7.75,Regular,High,Frozen Foods,34.56,OUT017,2007,NA,Tier 2,Supermarket Type1,441.43
3395,FDS31,12.6,Regular,Low,Fruits and Vegetables,178.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.05
3396,NCK06,5.03,Low Fat,Low,Household,122.28,OUT013,1987,High,Tier 3,Supermarket Type1,2059.99
3397,FDN03,9.8,Regular,Low,Meat,249.64,OUT046,1997,Small,Tier 1,Supermarket Type1,1001.36
3398,NCT30,12.6,Low Fat,High,Household,47.17,OUT019,1985,Small,Tier 1,Grocery Store,141.82
3399,FDC50,15.85,Low Fat,High,Canned,93.31,OUT010,1998,NA,Tier 3,Grocery Store,285.63
3400,FDE11,17.7,Regular,High,Starchy Foods,183.59,OUT035,2004,Small,Tier 2,Supermarket Type1,7033.51
3401,FDM03,12.65,Low Fat,High,Meat,106.09,OUT035,2004,Small,Tier 2,Supermarket Type1,2679.84
3402,NCP05,19.6,Low Fat,High,Health and Hygiene,150.3,OUT018,2009,Medium,Tier 3,Supermarket Type2,2580.64
3403,FDJ41,6.85,Low Fat,Low,Frozen Foods,261.26,OUT046,1997,Small,Tier 1,Supermarket Type1,2878.25
3404,FDR47,12.6,Low Fat,High,Breads,196.78,OUT027,1985,Medium,Tier 3,Supermarket Type3,6242.54
3405,FDK36,7.09,Low Fat,Low,Baking Goods,50.4,OUT017,2007,NA,Tier 2,Supermarket Type1,340.22
3406,FDQ23,6.55,Low Fat,Low,Breads,103.33,OUT017,2007,NA,Tier 2,Supermarket Type1,2050.66
3407,NCK42,12.6,Low Fat,Low,Household,215.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,7334.45
3408,NCO06,19.25,Low Fat,High,Household,35.96,OUT010,1998,NA,Tier 3,Grocery Store,67.91
3409,FDV24,5.635,Low Fat,High,Baking Goods,149.9,OUT018,2009,Medium,Tier 3,Supermarket Type2,2546.68
